ROS Processes Log
iteration: 423 ; CPU: 2.00% ; MEM: 358.66 MB
iteration: 424 ; CPU: 2.00% ; MEM: 358.66 MB
iteration: 425 ; CPU: 2.16% ; MEM: 358.66 MB
iteration: 426 ; CPU: 2.00% ; MEM: 358.66 MB
iteration: 427 ; CPU: 2.00% ; MEM: 358.74 MB
iteration: 428 ; CPU: 2.00% ; MEM: 358.74 MB
iteration: 429 ; CPU: 2.00% ; MEM: 358.74 MB
iteration: 430 ; CPU: 2.00% ; MEM: 358.74 MB
iteration: 431 ; CPU: 2.00% ; MEM: 358.74 MB
iteration: 432 ; CPU: 2.00% ; MEM: 358.74 MB
iteration: 433 ; CPU: 2.00% ; MEM: 358.74 MB
iteration: 434 ; CPU: 2.00% ; MEM: 358.74 MB
iteration: 435 ; CPU: 2.00% ; MEM: 358.74 MB
iteration: 436 ; CPU: 2.00% ; MEM: 358.74 MB
iteration: 437 ; CPU: 2.00% ; MEM: 358.74 MB
iteration: 438 ; CPU: 2.00% ; MEM: 358.74 MB
